CleaningType,Dataset,SampleID,SampleText
Near duplicates,EUbookshop,2,"2) má bhíonn difríocht idir tairiscíntí ó gnóthais lasmuigh de dhlínse an Chomhphobail agus tairiscíntí ó ghnóthais laistigh dá dhlínse agus gan de chúis leis an difríocht ach gur ar choinníollacha iomaíochta atá contrártha d'íhorálacha an Chonartha seo a bunaíodh na tairiscíntí céadluaite;
(b) Cuirtear an méid seo a leanas isteach in IARSCRÍBHINN II, pointe 1.(2.):
I gcás ghairm na míochaine agus gairmeacha gaolmhara agus ghairm na cógaísíochta, beidh an díothú comhleanúnach ar shrianta ag brath ar chomhordú coinníollacha a gcleachla sin sna Ballstáit éagsúla.
3652/93 ón gCoimisiún an 22 Nollaig 1993 maidir le hAirteagal 85(3) den Chonradh a chur i bhfeidhm ar aicmí áirithe comhaontuithe idir gnóthais a bhaineann le corais ríomhairithe áirithinte do sheirbhísí aeriompair (IO Uimh. L 333, 31.12.1993, Ich. 37).
Is iad pá íseal, cáilíochtaí ísle, fostaíocht neamhbhuan agus obair pháirtaimseartha éadoilteanach bunsiocracha na bochtaineachta in ainneoin a bheith ag obair."
Near duplicates,EUbookshop,3,"3924/91 ón gComhairle an 19 Nollaig 1991 maidir le suirbhé Comhphobail ar an táirgeacht thionscla'ioch a bhunú (IO Uimh. L 374, 31.12.1991, Ich. 1).
Cuirfidh an tOmbudsman Parlaimint na hEorpa ar an eolas mura dtabharfar dó an cúnamh a d'iarr sé agus déanfaidh an Pharlaimint pé uiríll is iomchuí.
Hidreacarbóin aramatacha :
2830/77 ón gComhairle an 12 Nollaig 1977 maidir leis na bearta is gá chun comparáideacht a ghnóthú idir corais chuntasaíochta agus cuntáis bhliantúla gnóthais iarnróid (IO Uimh. L 334, 24.12.1977, Ich.
Tarraingítear sa mhír seo freisin ar Airteagal 1(2) de Chairt Shóisialta na hEorpa a síníodh an 18 Deireadh Fómhair 1961 agus atá daingnithe ag na Ballstáit uile, agus ar phointe 4 de Chairt Chomhphobail um Chearta Sóisialta Bunúsacha le haghaidh Oibrithe an 9 Nollaig 1989."
Near duplicates,EUbookshop,4,"Sna rialacháin a dhéanfar de bhun Airteagal 209 leagfar sios na coinníollacha teicniúla faoina ndéanfar oibriochtai airgeadais a bhaineann le Ciste Sóisialta na hEorpa.
Ar chúiseanna stairc agus de mhaolú ar fhorálacha Airteagal G(l).
DEARBHÚ Ó RIALTAS RÍOCHT NA DANMHAIRGE maidir le comhar polaitiúil Eorpach
Tugadh cuireadh dó, i dteannta le hiarbhuaiteoirí eile Sakharov, chun Pharlaimint na hEorpa in2008 ach ní raibh cead ag José Payá Sardiñas an tír a fhágáil agus ní raibh sé in ann páirt a ghlacadh sa Chomhdháil ag ceiliúradh Chomóradh fiche bliain Dhuais Sakharov.
Oisrí leathana agus cuasoisrí"
Near duplicates,EUbookshop,5,"— leis an gConradh 13 Marta 1984 ag leasú, maidir leis an nGraonlainn, na gConarthaí ag bunú na gComhphobal Eorpach (IO L 29, 1.2.1985).
Má tá, is féidir leat iad a íoslódáil ó http://ec.europa.eu/employment_social/emplweb/ publications/index_en.cfm nó is féidir leat síntiús a thabhairt amach ó http://ec.europa.eu/employment_social/sagapLink/ dspSubscribe.do?lang=en
INGHLACTHACHT AGUS FORAIS NA bhFIOSRÚCHÁN
cuntáis uile BCE agus baine cheannais náisiúnta a scrúdú agus gach eolas a fháil maidir lena n-idirbhearta.
Bunófar le dlíthe Eorpacha na bearta lena saineofar an creat chun an comhbheartas tráchtála a chur chun feidhme."
Near duplicates,EUbookshop,6,"Déanfar téacsanna na gConarthaí sin, arna dtarraingt suas san Fhionlainnis agus sa tSualainnis, a chur i gceangal leis an Ionstraim seo.
Is féidir taighde a dhéanamh ar réimse ar bith den eolaíochtnó den teicneolaíocht, lena n-áirítear an innealtóireacht,naheolaíochtaí socheacnamaíocha agus na daonnachtaí.
Déantar roinnt saincheisteanna tábhachtacha, a bhaineann le soláthar seirbhísí d’úsáideoirí cóicín, a phlé sa pháipéar seo.
Is iad comhaltaí na Comhairle Eorpaí a thoghfaidh Uachtarán na Comhairle Eorpaí agus beidh sé nó sí in oifig do thréimhse cúig bliana ar a mhéid.
Bainfidh an Conradh seo le críocha Eorpacha na nArd-Pháirtithe Conarthacha."
Near duplicates,EUbookshop,7,"Amhail ón aontachas, measfar gur diriodh chuig na Ballstáit nua treoracha agus cinntí, de réir bhrí Airteagal 189 de Chonradh CE agus Airteagal 161 de Chonradh CEFA, agus moltaí agus cinntí, de réir bhrí Airteagal 14 de Chonradh CEGC, ar chumar gur díríodh na treoracha, moltaí agus cinntí sin chuig gach Ballstát
Bhreathnaigh an tOmbudsman go raibh drochriarachán i gceist le teip an Choimisiúin chun an Chumarsáid a chur i bhfeidhm nuair a thug sé freagra don ghearánaí agus rinne sé ráiteas cáinteach.
• Roinnfidh an AE agus na Ballstáit an fhreagracht as réimsí eile, e.g. an margadh inmheánach, an talmhaíocht, iompar agus fuinneamh.
Beidh feidhm ag Airteagail 65 go 71 maidir le bearta a bhaineann le soláthar iompair d'iarnród agus iompair chomhcheangailte ag trasnú chríoch na hOstaire.
Is mian leis an gCoimisiún Eorpach go mbainfeadh earnáil an iascaigh rath eacnamaíoch amach arís, trí shaothrú stoc atá ina sláinte agus atá le fáil go flúirseach."
Near duplicates,EUbookshop,8,"Ansin cuirfidh Cláraitheoir na Cúirte an cinneadh in iúl do na páirtithe, do na Ballstáit agus don Choimisiún, agus freisin don Chomhairle nó don Bhanc Ceannais Eorpach, má thionscain ceachtar acu an gníomh a bhfuil a bhailíocht nó a léiriú faoi dhíospóid, agus do Pharlaimint na hEorpa agus don Chomhairle más gníomh a ghlac an dá institiúid sin go comhpháirteach a bhfuil a bhailíocht nó a léiriú faoi dhíospóid.
Cé nach bhfuil cead aici dul abhaile uann sé go minic gur mhaith léi filleadh ar a tír dhúchais.
— Cinneadh on gComhairle an 13 Iúil 1987 ag socrú na rialacha mionsonraithe maidir le feidhmiú na gcumhachtai forghniomhaithe arna dtabhairt don Choimisiún
Mar thoradh, is deacair freisin a dhéanamh amach cad go díreach a chiallaíonn laghdú nó méadú céatadáin sna hastuithe.
Hans-Dietrich Cónaidhme,"
Near duplicates,EUbookshop,9,"An Cruinniú Mullaigh Sóisialta Tríthaobhach ar mhaithe leis an bhFás agus leis an bhFostaíocht, rannchuideoidh sé leis an agallamh sóisialta.
Baineann
22.10* Fínéagair chun úsáide tis agus a n-ionadaigh
Atáirgeann mír 4 an cearta ráthaítear anois le hAirteagail I 10(2) (d) agus III 129 den Bhunreacht.
Tuarascáil Bhliantúil"
Near duplicates,EUbookshop,10,"De bhua na hlonstraime seo agus faoi na coinníollacha atá leagtha síos inti, aontaíonn na Ballstáit nua do na comhaontuithe inmheánacha a rinne na Ballstáit bhunaidh chun na comhaontuithe nó na coin bhinsiúin dá dtagraítear i mir 2 a chur i ngníomh.
Beidh ar an gCoimisiún tri chomhalta dhéag, a roghnófar de bharr a n-inniúlachta i gcoitinne agus nach bhfuil a neamhspleáchas inchurta ín amhras.*
Tá d'aidhm aige cur le nó dui in ionad na sochar a sholáthraíonn na scéimeanna reachtúla leasa shóisialta.
Trosc sa Mhuir Bhailt (1 000 tonna trosc)
Mhálta, Poblacht na hOstaire, Poblacht na Polainne, Poblacht na Portaingéile, an Rómáin, Poblacht na Slóivéine, Poblacht na Slóvaice, Poblacht na Fionlainne, Ríocht na Sualainne agus Ríocht Aontaithe na Breataine Móire agus Thuaisceart Éireann tar éis teacht chun bheith ina gComhaltaí den Chomhphobal Eorpach do Fhuinneamh Adamhach ó shin."
Near duplicates,EUbookshop,11,"Airteagal III-283
D’iarr sé ar an gCoimisiún tuairisciú ar (i) na gníomhaíochtaí a thóg sé nó a bhí i gceist aige a thógail chun a chinntiú nach ndéantar leatrom ar dhaoine faoi mhíchumas agus iad ag plé leis an institiúid, chomh maith le (ii) tráthchlár ghlacadh na ngníomhaíochtaí seo.
392 D 0290: Cinneadh 92/290/CEE ón gCoimisiún an 14 Bealtaine 1992 maidir le bearta áirithe cosanta a bhaineann le suthanna buaibheacha i leith einceifileapaite spúinseach bólachta (ESB) sa Ríocht Aontaithe (IO Uimh. L 152, 4.6.1992, Ich. 37).
Comhar um fhorbairt
2830/77 ón gComhairle an 12 Nollaig 1977 maidir leis na bearta is gá chun comparáideacht a ghnóthú idir corais chuntasaíochta agus cuntáis bhliantúla gnóthais iarnróid (IO Uimh. L 334, 24.12.1977, Ich."
Near duplicates,EUbookshop,12,"Má chuireann Rialtas na Danmhairge in iúl don Chomhairle, i rith na tréimhse dá dtagraítear in Airteagal 1, de bhun ruin a ghlac Rialtas áitiúil Oileáin Fharó, nach féidir leis na dearbhuithe dá dtagraítear ín Airteagal 1 a dhéanamh, scrúdóidh an Chomhairle, ar iarratas ó Rialtas na Danmhairge, an cor atá ar chúrsaí dá bharr sin.
Moltar sa staidéar gurb é an bealach is costéifeachtaí chun leas a bhaint as an gcumas bithmhaise 'samhaltaithe' le 18 % de theas na hEorpa, 12.5 % dá leictreachas agus 5.4 % dá breosla iompair ón mbithmhais a sholáthar faoin mbliain 2030.
Is léir an cás í an fhostaíocht.
forálacha na Caibidle seo a mhodhnú.
I gcás earraí arna n-onnmhairiú ag Ballstát go críoch Bhallstáit eile, ní bheidh aon aisíocaíocht ar chánachas inmheánach níos mó ná an cánachas inmheánacha forchuireadh orthu, go díreach nó go hindíreach."
Near duplicates,EUbookshop,13,"Fostaítear 3,430 iascaire in earnáil na hiascaireachta mara faoiláthair.
Tabharfar cuireadh don Bhanc Ceannais Eorpach páirt a ghlacadh sna cruinnithe sin a ullmhóidh ionadaithe Airí sin na mBallstát a bhfuil an euro mar airgeadra acu atá freagrach as cúrsaí airgeadais agus ionadaí an Choimisiúin.
Ciallaíonn sé seo gur gá an fhreagrachl maidir le déanamh cinntí a roinnt go cothrom idir an dá chineál.
Léirigh sé an cleachtas líomhanta seo trí fhaisnéis a sholáthar ar ghaoil oibre daoine áirithe laistigh den Choimisiún agus den tionscal ceimiceán.
Sa mhéid gur gá leis an Ard-Údarás é, féadfaidh sé a chinneadh : a) go ndlífidh gnóthais a gcoinníollacha díola a chumadh ar dhóígh go mbeidh oibleagáid ar a gceannaitheoirí agus a ngníomhairí coimisiúin cloí leis na rialacha a bheidh déanta ag an Ard-Údarás i bhfeidhmiú forálacha na Caibidle seo;"
Near duplicates,EUbookshop,14,"Is iad seo a leanas príomhinstitiúidí an AE:• Parlaimint na hEorpa • An Chomhairle Eorpach• Comhairle an AE (Comhairle na nAirí) • An Coimisiún Eorpach• An Chúirt Bhreithiúnais• An Banc Ceannais Eorpach• An Chúirt Iniúchóirí
Tar éis dul i gcomhairle le gach Ballstát lena mbaineann, glacfaidh an Coimisiún na cinntí Eorpacha is gá.
Sa chás sin, ag gniomhú di d'aontoil, cinnfidh Comhairle na gComhphobal Eorpach, Iáithreach, cad iad na hoiriúnuithe nach foláir a dhéanamh dá bhíthin sin ar Airteagal 3 den Chinneadh seo agus ar Airteagail 12, 13, 16, 17, 19, 20, 22, 142, 155 agus 160 den Ionstraim i dtaobh Coinníollacha Aontachais agus Oiriúnuithe na gConarthaí sin; féadfaidh si chomh maith, ag gniomhú di d'aontoil, a dhearbhú na forálacha sin den Ionstraim réamhluaite a thagraíonn go sainráite do Stát nár thaisc a ionstraimí aontachais agus daingniúcháin a bheith tite ar lar, nó na forálacha sin a oiriúnú.
Bolmán an Atlantaigh
Airteagal 78d"
Near duplicates,EUbookshop,15,"thabhairt anuas go dtí an margadhphraghas domhanda, c.a.f. i gcalafort Eorpach de chuid Ballstáit, faoi rialú ag Airteagal 92(3)(c) den Chonradh seo.
Tá, táimid ar cuairt anseo.
Dar leis an ngearánach, sáraíonn na ceanglais víosa Treoir 2004/38/EC9(“an Treoir”).
Airteagal 35 (
Déchlóraimeiteán"
Near duplicates,EUbookshop,16,"Lena linn sin, tabharfaidh an Chomhairle aird ar na hiarmhairtí a fhéadfaidh teacht ón bhñonraíocht sin i dtaca le cearta agus oibleagáidí daoine nádúrtha agus dlítheanacha.
Tá roinnt cur chuige cóireála nuálaíoch eile á bhforbairt, nó tá taighde á dhéanamh orthu, a d’fhéadfadh cuir chuige nua a chur ar fáil maidir le cineálacha áirithe spleáchais ar dhrugaí a chóireáil.
Amhail ó dháta an aontachais, cuirfear ar láimh na Riochta Aon taithe an faisnéis a cuireadh i bhfios do Bhallstáit, do dhaoine agus do ghnóthais, de réir Airteagal 13 de Chonradh CEFA, agus tabharfaidh an Ríocht Aontaithe leathantas srianta di ina críoch, faoi na coinníollacha dá bhforáiltear san Airteagal sin.
Féadann tú cóip den Chód a fháil ó Oifigí lonadaíocht an Choimislúin a bhfuil a seoladh tugtha ag deireadh an eolaire seo.
Cuireadh moill ar dhréachtú na tuarascála áfach toisc athrú mór ar an bhfoireann sa tseirbhís a dhéileálann le ceisteanna a bhaineann le doiciméid."
Near duplicates,EUbookshop,17,"I ngach ceann de na Ballstáit, ís ar fhreagracht an rialtais a chionroinnfear na hacmhainní, arna sonni ag an gCoimisiún, ach gan difear a dhéanamh amhlaidh do na cainníochtaí a bhí ceaptha do Bhallstáit eile agus faoi réir an choinníoll go rachfar i gcomhairle leis an gCoimisiún maidir leis na codanna atá le cur in áirithe don onnmhairiú agus d'oibriú na dtionscal guail agus cruach.
Beidh orthu an rialú a dhéanamh níos feiceálaí, a bhuíochas sin do straitéis níos fearr agus do phleanáil mhéadaithe.
Forlíontar Airteagal 1(1) leis an bhfomhír seo a leanas:
Láithreán gréasáin: www.enisa.europa.eu
Dearbhuithe a bhaineann le forálacha den Bhunreacht ...........................................................................................1."
Near duplicates,EUbookshop,18,"Glacfaidh an Fhionlainn agus an tSualainn bearta chun a áirithiú nach gceadófar allmhairithe beorach ó thríú tíorta faoi choinníollacha níos fabhraí ná allmhairí den sórt sin ó na Ballstáit eile.
(b) na Poblachta Heilléanaí;
Tá fáilte roimh an éagsúlú seo ingeilleagar a lagaíodh ó d’éag an t-iar-chomhaontúiascaireachta le Maracó sa bhliain 1999.
1,00 % a chur i bhfeidhm i 1999 ur bhonn mheusúnú CBL do na Ballstáit.
Tráth gach aontachais iardain, déanfar an tairseach dá dtagraítear i mír 2 a ríomh ionas nach mó an tairseach le haghaidh tromlaigh cháilithe arna shonrú i vótaí ná an tairseacha thig ón tábla sa Dearbhú maidir le méadú an Aontais Eorpaigh atá in Ionstraim Chríochnaitheach na Chomhdhála a ghlac Conradh Nice."
Near duplicates,EUbookshop,19,"Le hAirteagal 8a, is mian leis an gComhdháil a chur ín iúl go bhfuil rún daingean ann ar an gcéim pholaitiúil na cinntí ís gá chun an margadh inmheánach urna shainiú san Airteagal sin a bhunú agus go háirithe na cinntí is gá chun clár un Choimisiúin, mur uta urnu leagan síos sa pháipéur bán muidir le feidhmiú un mhurguidh inmheánaigh, u ghlucudh roimh un 1 Eunáir 1993.
— 389 L 0595: Treoir 89/595/CEE ón gComhairle an 30 Deireadh Fómhair 1989 (IO Uimh. L 341, 23.11.1989, Ich. 30),
Beartas struetúrach agus réigiúnach
Mura dtugtar cinneadh ug diúltú dó, seasfaidh an modhnú a táirgeadh mar mhodhnú ar gabhadh leis:
Cuirtear an mheastóireacht iomlán seo i gcrích ag foireann ina bhfuil duine ón eagraíocht dheimhnithe agus grúpa saineolaithe."
Near duplicates,EUbookshop,20,"Ba cheart dúinn bogadh ar aghaidh ó na bithbhreoslaí, agus tosú chun dul i mbun taighde agus forbartha ar ard-bhithbhreoslaí (féach ar an mbosca).
Gurbh é agus gurb é a n-intinn nach dteorannóidh an Prótacal saoirse chun taisteal idir Ballstáit ná, de reír coinníollacha a fhéadfar a leagan síos, i gcomhréir le dlí an Chomhphobail, i reachtaíocht na hÉireann, chun faisnéis a fháil nó a chur ar fáil in Éirinn maidir le seirbhísí atá ar fáil go dleathach i mBallstáit.
MAOINIÚ NA n­INSTlTIÚIDÍ SIN
le hoibríochtaí a thabhairt i gcrich contrártha d'fhorálacha an Airteagail seo.
Ní fhéadfaidh an tOmbudsman feidhm a bhaint as an modh sin chun doiciméid a iarraidh a fheiceáil nach mbeadh teacht aige orthu de bhun Airteagal 3."
Near duplicates,EUbookshop,21,"Cuireadh deireadh le iascaireachtleath-mhórmhara ar mhionscála acleachtadh ó chósta Mharacó nuair ad’éag an t-iar-chomhaontú iascaireachtale Maracó sa bhliain 1999.
An t-eolas a bheidh uait
Ón uair a thosaigh me sa phost seo ar 1 Aibreán 2003, tá cur chun cinn an deariaracháin tar éis a bheith mar ardtosaíocht ag an Ombudsman Eorpach.
Baile Âtha Cliath 4 Teil.
Airteagal III-153"
Near duplicates,EUbookshop,22,"— tolláin ar an line Brenner — Verona a leathnú chun gur féidir tromfheithiclí earraí a iompar ag a bhfuil airde cúinne 4 méadar in iompar comhcheangailte le tionlacain nó gan é,
Neartaíonn an clár Inniúlachtaína hinniúlachtaí taighde a theastóidhón Eoraip má tá sí le bheith ina geilleagar forásach eolasbhunaithe.Clúdaíonn sé na gníomhaíochtaí seo a leanas:
(b) carta baili éiceaphointí arna eisiúint ag an údarás inniúil.
Is eochalrthionscnóir agus fairtheoir ar dheiseanna comhionanna ar leibhéal Eorpach an Pharlaimint tri na Coisti éagsúla agus go háirithe tríd an gColste um Chearta Ban a bunaíodh i 1984.
Carbónáit mhaignéisiam aiceanta (maignéisit), cailcínithe nó gan cailciniú, seachas ocsaíd mhaignéisiam ex 25.27"
Near duplicates,EUbookshop,23,"— faireachán a dhéanamh ar an staid shóisialta agus ar forbairt beartas cosanta sóisialta sna Ballstáit agus sa Chomhphobal;
I gcás un Conradh seo u theucht i bhfeidhm roimh un 1 Iúil 1965, déunfur nu meustucháin ghineuráltu ar chaiteuchus riaracháin un Chomhphobuil Eorpuigh do Ghuul ugus Crunch u chríoch­naíunii ur un 1 Iúil u fhudú go dti un 31 Nolluig un bhliuin chéanna.
1 gcás inar tarscaoileadh diolúine agus ina dlionscnófar imeachtaí coiriúla i gcoinne Breithimh, ni intriailte é. in aon cheann de na Ballstáit. ach amháin agan gCúirt atá inniúil arbhreithiúnasa thabhairt ar na Breithiúna is airde dlínse náisiúnta.
Chuige sin tionscnóidh siad comharaiocht idir a ranna riaracháin iomchuí agus idir a mbainc cheannais.
371 R 1411: Rialachán (CEE) Uimh."
Near duplicates,EUbookshop,24,"Prótacail atá i gceangal leis an gConradh ag bunú Bunreachta don Eoraip
Láithreán gréasáin: www.enisa.europa.eu
I gcás 2403/2006/(WP)BEH, a bhain le líomhain go raibh eolas mícheart ar shuíomh gréasáin de chuid an Choimisiún, níor léir don Ombudsman go raibh drochriarachán i gceist.
Airteagal 3, i ndáil leis an gcion sulfair in olaí gáis dá dtagraítear sa chéad fhomhír d'Airteagal 2(2).
Féadfaidh an Banc iasachtaí a fháil ar mhargaí caipitil na mBallstát, de réir na bhforálacha dlíthiúla a bhaineann leis na margaí sin."
Near duplicates,EUbookshop,25,"Síltear gurb iad na teampaill mheigiliotacha ar oileán Mháltana foirgnimh is sine ar dhroim an domhain.
Chun go gcuirfear a ainm ar an toghrolla, tabharfaidh vótálaí Comhphobail ar aird na doiciméid chéanna is a thugann vótálaí is náisiúnach.
Ar an gcéad dul síos, luaigh an tOmbudsman ina chinneadh gur theip ar an gCoimisiún an comhfhreagras bunaidh ón ngearánaí, a rangú mar “ghearán”.
D'fhonn na cuspóirí atá leagtha síos in Airteagal 1 a bhaint amach, gabhfaidh na Ballstáit atá rannpháirteach sa bhuanchomhar struchtúrtha ar láimh :
Díchoimisiúnú loingis"
Near duplicates,EUbookshop,26,"Tríd is tríd, dhéileáil an tOmbudsman le 10 484 gearán agus iarratas ar eolas ó shaoránaigh i rith na bliana i gceist.
An Sior Ró-Onórach Alec DOUGLAS-HOME. Rid.. M.P..
Milléad liath ceannchothroim635
Uimh. in Ainmniocr na Bruiscile don Fhruinc ex 37.02
Taispeánfur i mbuiséud nu gComhphobul Eorpuch, de réir fhoráluchu iomchuí nu gConurthuí ug bunú nu dtrí Chomli­phobul, cuiteuchus riuracháin un Chomhphobuil Eorpaigh do Ghual agus Cruach, agus un t­ioncum u bhuíneunn leis, ioncum ugus cuiteuchus Chomhphobul Eucnumuiochtu nu hEorpu, ugus ioncum ugus cuiteuchus un Chomhphobuil Eorpuigh do Fhuinneumh Adumhuch, cé is moite de chuid nu Gníomh­uireuchtu Soláthuir ugus nu nGnóthus Comhpháirteach."
